id,Edicion,Id_Propuesta,Titulo,id_distrito,nombre_distrito,Numero_Apoyos,Seleccionada,cluster_id,tema,tema_id,Seleccionada_bool
5402,7,6464,Remodelar plaza Profesor Lopez Ibor (antes Grup Parpallo),4,Campanar,48,NO,37,Parques y plazas,23,False
5417,7,6479,Eliminar bicicletas y patinetes de las aceras,7,l'Olivereta,10,NO,1,Carriles bici y movilidad ciclista,7,False
5490,7,6552,Remodelacion Pergola Enrique Granados,8,Patraix,0,SI,49,Recogida de residuos,27,True
5492,7,6554,MEDIANA ARBOLADA ENTRE MAESTRO RODRIGO 105 Y ROTONDA GENERAL AVILeS,4,Campanar,14,NO,47,Convivencia y mobiliario urbano,11,False
5494,7,6556,Ciber Espai Russafa,2,l'Eixample,0,NO,-1,Sin clasificar,36,False
5497,7,6559,Pergola fotovoltaica en Parque Manuel Granero,2,l'Eixample,0,NO,3,Solares y suelo disponible,37,False
5506,7,6568,APARCAMIENTO Y ZONA AJARDINADA/RECREATIVA EN SOLARES DE AVDA. HERMANOS MACHADO,15,Rascanya,64,NO,3,Solares y suelo disponible,37,False
5508,7,6570,PERGOLAS FOTOVOLTAICAS EN LA EXPLANADA SOBRE LA ESTACIoN DE METRO AYORA,12,Camins al Grau,41,NO,3,Solares y suelo disponible,37,False
5583,7,6645,Revitalitzacio del carrer Veneçuela / Revitalizacion de la calle Venezuela,8,Patraix,9,NO,41,Reurbanización de calles,33,False
5591,7,6653,HABILITAR ZONA PARA ENTRENAMIENTO EN JARDiN DE AYORA,13,Algirós,11,NO,-1,Sin clasificar,36,False
5616,7,6678,INSTALACIoN DE FUENTES DE AGUA FILTRADA Y REFRIGERADA,3,Extramurs,8,NO,12,Fuentes y aseos públicos,14,False
5625,7,6687,TRASLADO CANCHAS DE BALONCESTO (IDE TORREFIEL B) A SOLAR AV. HERMANOS MACHADO,15,Rascanya,38,NO,-1,Sin clasificar,36,False
5647,7,6709,CASETAS PARA GATOS,19,Pobles del Sud,20,NO,2,Bienestar animal,6,False
5686,7,6748,MEJORA DE LA SEGURIDAD VIAL EN AV. CORTS VALENCIANA,4,Campanar,34,NO,-1,Sin clasificar,36,False
5689,7,6751,Ampliar y renovar el parque infantil de Guillem de Castro - Beneficiencia,1,Ciutat Vella,39,SI,33,Parques infantiles,22,True
5709,7,6771,REMODELAR Y ACTUALIZAR EL PARQUE  PEDAGOGO PESTALOZZI,10,Quatre Carreres,21,NO,33,Parques infantiles,22,False
5731,7,6793,CENTRO CiVICO POLIVALENTE BARRIO CAMi REAL,8,Patraix,4,NO,39,Centros cívicos y huertos urbanos,8,False
5750,7,6812,Placas solares en el tejado del colegio + Comunidad energetica,19,Pobles del Sud,7,NO,3,Solares y suelo disponible,37,False
5765,7,6827,Restituir pantallas de farolas tras cambio a led,14,Benimaclet,7,NO,49,Recogida de residuos,27,False
5770,7,6832,Passeig per l'Horta de Carpesa,17,Pobles del Nord,30,NO,31,Jardines y arbolado,17,False
5771,7,6833,GRAO - NuCLEO HISToRICO,11,Poblats Marítims,3,NO,47,Convivencia y mobiliario urbano,11,False
5781,7,6843,Repavimentacion calzada Entrada casa Cachondo,19,Pobles del Sud,0,NO,37,Parques y plazas,23,False
5786,7,6848,Repavimentacion calzada C/ Jesuset de l´Hort,19,Pobles del Sud,0,NO,44,Repavimentación de calzadas,32,False
3,1,2015-00004,Acondicionamiento parc municipal,17,Pobles del Nord,0,SI,34,Parques y plazas,23,True
172,1,2015-00214,Actuacio sobre el solar d'ampliacio del ceip max aub,5,la Saïdia,0,SI,3,Solares y suelo disponible,37,True
378,1,2015-00443,Adecuacion solar c/pio xi,8,Patraix,0,SI,3,Solares y suelo disponible,37,True
402,1,2015-00469,Adecuacion de la calle campos crespo 1-36,8,Patraix,0,SI,42,Aceras y movilidad peatonal,2,True
410,1,2015-00479,Condicionament de parcs per castellar-l´oliveral,19,Pobles del Sud,0,SI,30,Pedanías y barrios periféricos,24,True
419,1,2015-00489,Mejora de accesibilidad en la isleta del cruce de la carrera malilla con la ronda sur,10,Quatre Carreres,0,SI,-1,Sin clasificar,36,True
571,1,2016-00066,Propuesta ayuntamiento. Mejora de la accesibilidad en paradas del transporte urbano de pobles de l'oest,18,Pobles de l'Oest,0,SI,43,Pacificación del tráfico,20,True
603,1,2016-00099,Propuesta ayuntamiento. Mejora del aparcamiento de bicicletas,15,Rascanya,0,SI,1,Carriles bici y movilidad ciclista,7,True
618,1,2016-00114,Propuesta ayuntamiento. Mejora del aparcamiento de bicicletas,13,Algirós,0,SI,1,Carriles bici y movilidad ciclista,7,True
643,2,24,Ajardinamiento solar entre las calles Ruben Dario y Palancia,6,el Pla del Real,295,SI,3,Solares y suelo disponible,37,True
678,2,59,La Saidia: Desinfestar de cucarachas y ratas / Desinfestar de paneroles i rates,5,la Saïdia,21,NO,47,Convivencia y mobiliario urbano,11,False
688,2,69,minicampo de futbol,11,Poblats Marítims,4,NO,21,Instalaciones deportivas,16,False
727,2,108,Acondicionamiento para uso deportivo solar municipal Calle Reina Violante,4,Campanar,47,NO,3,Solares y suelo disponible,37,False
783,2,164,Reparacion de la red de acequias en la zona de Font de San Luis y En Corts,10,Quatre Carreres,6,NO,-1,Sin clasificar,36,False
821,2,202,PEATONALIZAR LA CALLE TURIA (DESDE BORRULL A LEPANTO) - Ahora hay aceras de 70cm,3,Extramurs,48,NO,42,Aceras y movilidad peatonal,2,False
875,2,256,MASSARROJOS. Ajardinament entrada al poble pel Cami Fondo,17,Pobles del Nord,49,NO,-1,Sin clasificar,36,False
877,2,258,HUERTOS URBANOS DE TORREFIEL,15,Rascanya,39,NO,39,Centros cívicos y huertos urbanos,8,False
968,2,349,CORREDOR PEATONAL ENTRE LA PLAZA NUEVA DE LA IGLESIA Y LA AV. BURJASSOT,16,Benicalap,8,NO,40,Pedanías y barrios periféricos,24,False
975,2,356,REMODELACIO VORERES Cases de Barcena,17,Pobles del Nord,11,NO,31,Jardines y arbolado,17,False
998,2,379,CARRIL BICI CONTINUACION DEL CAMINO DE MONCADA,15,Rascanya,93,NO,1,Carriles bici y movilidad ciclista,7,False
1021,2,402,Jardi plaça Enrique Rambal,13,Algirós,15,NO,-1,Sin clasificar,36,False
1073,2,454,Vorera a la Avda. Del Palmaret i semafors de limiacio de velocitat,17,Pobles del Nord,8,NO,44,Repavimentación de calzadas,32,False
1086,2,467,"Pistas delortivas ,baloncesto,fotbool..solar calatraba o solar pe?etes",13,Algirós,1,NO,3,Solares y suelo disponible,37,False
1097,2,478,ACONDICIONAR DESCAMPADO DETRAS DE LA ZONA DE ESCULTOR JOSE CAPUZ N9,10,Quatre Carreres,7,NO,16,Pedanías y barrios periféricos,24,False
1111,2,492,Carril Bici en Calle Doctor Manuel Candela,12,Camins al Grau,28,NO,1,Carriles bici y movilidad ciclista,7,False
1117,2,498,HABILITAR JARDiN CON aRBOLES ENTRE CAMPOS CRESPO_RAMoN DE PERELLoS_VICENTE PARRA,8,Patraix,8,NO,31,Jardines y arbolado,17,False
1160,2,541,"Rehabilitacion de la casa monster"" y creacion de un centro civico""",12,Camins al Grau,19,NO,-1,Sin clasificar,36,False
1182,2,563,Adecuacio de l'escola de Benifaraig per l'us dels xiques de Benifaraig,17,Pobles del Nord,4,NO,29,Centros educativos,10,False
1227,3,1017,PARQUE EN EL SOLAR DEL PINO HISToRICO DE CAMPANAR Y PROTECCIoN ACuSTICA,0,Toda la ciudad,86,NO,34,Parques y plazas,23,False
1246,3,1037,URBANIZACIoN AVENIDA CONSTITUCIoN EN ORRIOLS,0,Toda la ciudad,9,NO,39,Centros cívicos y huertos urbanos,8,False
1251,3,1042,URBANIZACIoN Y PASO DE PEATONES EN ESQUINA MANUEL IRANZO/PIZARRO (LA TORRE),0,Toda la ciudad,11,NO,39,Centros cívicos y huertos urbanos,8,False
1279,3,1072,PEATONALIZAR LA PLAZA SANTA MoNICA,0,Toda la ciudad,14,NO,40,Pedanías y barrios periféricos,24,False
1281,3,1074,IMPLANTACIoN TARJETA CIUDADANA,0,Toda la ciudad,206,NO,38,Paneles informativos,21,False
1297,3,1090,SOFTWARE LIBRE EN EL AYUNTAMIENTO,0,Toda la ciudad,15,NO,-1,Sin clasificar,36,False
1315,3,1108,PEATONALIZACIoN Y MEJORAS EN EL ENTORNO DEL MERCADO DE ALGIRoS.,0,Toda la ciudad,7,NO,17,Rehabilitación de mercados,30,False
1333,3,1126,"ASFALTADO APARCAMIENTO SOLAR RODRIGO DE PERTEGAS, SIETE AGUAS, ISLAS CANARIAS",0,Toda la ciudad,6,NO,3,Solares y suelo disponible,37,False
1357,3,1150,UNA VALENCIA MaS VERDE,0,Toda la ciudad,174,SI,25,Zonas verdes,39,True
1365,3,1158,CONTROL DE ACCESO CON BOLARDOS ABATIBLES PARA CIUTAT VELLA,0,Toda la ciudad,7,NO,39,Centros cívicos y huertos urbanos,8,False
1393,3,1186,LIMPIEZA DE SOLARES EN EL DISTRITO ZAIDIA Y UTILIZACIoN COMO HUERTOS URBANOS.,0,Toda la ciudad,12,NO,3,Solares y suelo disponible,37,False
1497,3,1290,DOBLE SENTIDO PARA AUTOMoVILES EN C/ CIUTAT DE MISLATA,0,Toda la ciudad,12,NO,9,Aparcamiento para vehículos,3,False
1536,3,1329,URBANIZAR SOLAR JUNTO A CALLE MARINA BAIXA EN CAMPANAR,0,Toda la ciudad,25,NO,3,Solares y suelo disponible,37,False
1542,3,1336,INSONORIZACIoN TuNEL PEATONAL ENTRE GV RAMoN Y CAJAL Y GV GERMANIAS.,0,Toda la ciudad,3,NO,-1,Sin clasificar,36,False
1549,3,1343,SOLUCIoN A LA ISLETA DE LA CALLE AGULLENT,0,Toda la ciudad,8,NO,42,Aceras y movilidad peatonal,2,False
1582,3,1378,APARCA BICIS CALLE MISSER MASCO 42 46010 VALENCIA,0,Toda la ciudad,1,NO,1,Carriles bici y movilidad ciclista,7,False
1584,3,1380,AMPLIACIoN DE LINEA DE AUTOBUS AL CEMENTERIO,0,Toda la ciudad,4,NO,8,Transporte público (EMT),38,False
1595,3,1391,NO HACER PEATONAL LA PLAZA DEL AYUNTAMIENTO,0,Toda la ciudad,4,NO,37,Parques y plazas,23,False
1624,3,1420,AUDITORIO EN CAMPANAR,0,Toda la ciudad,28,NO,-1,Sin clasificar,36,False
1672,3,1468,ESPORT A CIUTAT VELLA APROFITANT L'uS DEL PATI DE L'IES EL CARMEN,0,Toda la ciudad,13,NO,27,Instalaciones deportivas,16,False
1699,3,1495,DESTINAR UN LOCAL PARA ESPAI DE LES DONES,0,Toda la ciudad,5,NO,-1,Sin clasificar,36,False
1731,3,1527,REHABILITACIoN ALQUERiAS DE CAMPANAR PARA USO PuBLICO CiVICO-CULTURAL,0,Toda la ciudad,264,NO,39,Centros cívicos y huertos urbanos,8,False
1762,3,1558,JARDIN EN ZONA VERDE AVENIDA MANUEL COLOMER MARCO,0,Toda la ciudad,1,NO,31,Jardines y arbolado,17,False
1891,4,2120,URBANIZACIoN DE LA PLAZA DEL MuSICO MORENO EIXIMENO,11,Poblats Marítims,13,NO,-1,Sin clasificar,36,False
1898,4,2127,MEJORA DEL JARDiN ESCRIPTOR JOSe MARTI,19,Pobles del Sud,23,NO,16,Pedanías y barrios periféricos,24,False
1989,4,2218,UNA NUEVA BIBLIOTECA PARA EL BARRIO DE LA RAiOSA,9,Jesús,44,NO,4,Bibliotecas y ludotecas,5,False
2019,4,2248,WIFI PARA TODOS,20,No consta,5,NO,6,Equipamientos específicos,13,False
2035,4,2264,EQUIPOS INFORMaTICOS COMPLETOS PARA LA ALCALDIA,19,Pobles del Sud,16,SI,-1,Sin clasificar,36,True
2044,4,2273,"PLANTACIo D'ARBRES EN CARRERS RAMoN PAYa, ALFONSO ROIG I ASPIROZ (MASSARROJOS)",17,Pobles del Nord,8,NO,26,Pedanías y barrios periféricos,24,False
2098,4,2327,CALZADA LEVANTADA EN LA AVENIDA ARAGoN,6,el Pla del Real,0,NO,-1,Sin clasificar,36,False
2173,4,2402,"PATRIMONIO AGRiCOLA, FAITANAR",19,Pobles del Sud,19,NO,31,Jardines y arbolado,17,False
2186,4,2415,AJARDINAR EL ESPACIO DE LA CALLE ISMAEL MERLO JUNTO AL CENTRO DE SALUD,15,Rascanya,4,NO,18,Centros de salud,9,False
2201,4,2430,CENTRO JUVENIL BARRIO DE LA TORRE-FAITANAR,19,Pobles del Sud,42,NO,-1,Sin clasificar,36,False
2221,4,2450,CARRIL BICI CARRER DE YECLA I DE XILE,20,No consta,9,NO,1,Carriles bici y movilidad ciclista,7,False
2298,4,2527,ACABAR EL CARRIL BICI DE LA CALLE SAN VICENTE Y CONECTARLO CON EL OTRO TRAMO,3,Extramurs,76,NO,1,Carriles bici y movilidad ciclista,7,False
2299,4,2528,ASFALTADO CALLES DE LA DEVESA,19,Pobles del Sud,44,NO,42,Aceras y movilidad peatonal,2,False
2305,4,2534,CREACIo D’UN ESPAI COMUNAL PER AL BARRI DE TRES CREUS,7,l'Olivereta,10,NO,37,Parques y plazas,23,False
2338,5,3026,Peatonalizar Calle Colon para siempre,0,Toda la ciudad,157,SI,42,Aceras y movilidad peatonal,2,True
2348,5,3036,Arreglar jardin calle Alboraya-Poeta Bodria,0,Toda la ciudad,153,NO,31,Jardines y arbolado,17,False
2361,5,3049,Calle del Padre Alegre Peatonal,0,Toda la ciudad,29,NO,42,Aceras y movilidad peatonal,2,False
2367,5,3055,Devolver la explanada del mercado del Cabañal a las personas,0,Toda la ciudad,50,NO,17,Rehabilitación de mercados,30,False
2371,5,3059,AUSIAS MARCH,0,Toda la ciudad,63,NO,-1,Sin clasificar,36,False
2469,5,3157,Nuevo paso de peatones en Calle Pintor Benedito,0,Toda la ciudad,6,NO,16,Pedanías y barrios periféricos,24,False
2487,5,3175,Carril bici calle Fausto Elio,0,Toda la ciudad,50,NO,1,Carriles bici y movilidad ciclista,7,False
2508,5,3196,Carril Bici Avda del CID,0,Toda la ciudad,108,SI,1,Carriles bici y movilidad ciclista,7,True
2535,5,3223,Mejoras Plaza Nueva de la Iglesia Benicalap,0,Toda la ciudad,28,NO,40,Pedanías y barrios periféricos,24,False
2620,5,3308,Bajar a la calzada el carril bici de TODA la Avenida del Puerto,0,Toda la ciudad,104,NO,1,Carriles bici y movilidad ciclista,7,False
2632,5,3320,Ampliacion del parque de Tabacalera,0,Toda la ciudad,119,NO,-1,Sin clasificar,36,False
2646,5,3334,Mejora de iluminacion,0,Toda la ciudad,16,NO,7,Iluminación pública,15,False
2657,5,3345,Barrio MONTEOLIVETE - Mejoras,0,Toda la ciudad,38,NO,39,Centros cívicos y huertos urbanos,8,False
2680,5,3368,Peatonalizar Plaza Xuquer,0,Toda la ciudad,28,NO,37,Parques y plazas,23,False
2682,5,3370,Reurbanitzacio i millora de vials als Pobles de Valencia,0,Toda la ciudad,197,NO,-1,Sin clasificar,36,False
2727,5,3415,NO A LA GASOLINERA JUNTO AL MAYOR CENTRO DE REHAB. INFANTIL DE LA COM.VALENCIANA,0,Toda la ciudad,40,NO,-1,Sin clasificar,36,False
2755,5,3443,Adequacio de solar entre C/ Diputada Clara Campor i C/ Peniscola (RASCANYA),0,Toda la ciudad,14,NO,3,Solares y suelo disponible,37,False
2757,5,3445,Sistema de aguas grises y negras,0,Toda la ciudad,15,NO,12,Fuentes y aseos públicos,14,False
2787,5,3475,Las personas primero,0,Toda la ciudad,9,NO,46,Pipicanes y zonas caninas,25,False
2817,5,3505,Creacion zona socializacion perros en el cauce del Rio Turia,0,Toda la ciudad,6,NO,0,Pipicanes y zonas caninas,25,False
2884,5,3573,Mejora Iluminacion Jardin Llombai (junto Mercado Castilla),0,Toda la ciudad,18,NO,7,Iluminación pública,15,False
2915,5,3604,ORDENACIoN DEL APARCAMIENTO EN EL PUEBLO DE EL SALER,0,Toda la ciudad,44,NO,9,Aparcamiento para vehículos,3,False
2963,6,4019,Cargadores coches electricos,2,l'Eixample,39,NO,9,Aparcamiento para vehículos,3,False
2970,6,4026,Remodelacio Parc Infantil carrer Aspiroz,17,Pobles del Nord,35,SI,33,Parques infantiles,22,True
2977,6,4033,Elaboracion de proyecto viable para centro de dia en Benimamet.,18,Pobles de l'Oest,76,NO,-1,Sin clasificar,36,False
3017,6,4073,URBANIZACION CALLE SERPIS,13,Algirós,41,NO,39,Centros cívicos y huertos urbanos,8,False
3028,6,4084,Paso de peatones de Viveros al Puente del Real,6,el Pla del Real,69,NO,10,Puentes y vías peatonales,26,False
3033,6,4089,Semaforos nuevos y plazas de minusvalidos para Cami Fondo,12,Camins al Grau,11,NO,7,Iluminación pública,15,False
3056,6,4112,Ampliar aceras en Ramiro de Maeztu y aplicar mantenimiento al carril bici,12,Camins al Grau,69,NO,1,Carriles bici y movilidad ciclista,7,False
3200,6,4256,Parque de Mafalda,14,Benimaclet,50,NO,34,Parques y plazas,23,False
3205,6,4261,"Arbolado, carril bici y soterramiento de contenedores",9,Jesús,39,SI,1,Carriles bici y movilidad ciclista,7,True
3265,6,4321,"Modificar nomenclatura Av./ Suecia por AV./ DON BERNARDO ESPAÑA EDO ""ESPAÑETA""",6,el Pla del Real,9,NO,45,Pedanías y barrios periféricos,24,False
3271,6,4327,Paso peatonal hacia los colegios Pablo Neruda y Colegio Jardin con  iluminacion,10,Quatre Carreres,35,NO,29,Centros educativos,10,False
3276,6,4332,Trataminento de alcorques,2,l'Eixample,35,NO,-1,Sin clasificar,36,False
3288,6,4344,CARRIL BICI Y PEATONALIZACIoN DEL CAMINO VIEJO DE LOS HORNOS,17,Pobles del Nord,36,NO,1,Carriles bici y movilidad ciclista,7,False
3328,6,4384,Peatonalitzar carrer del Padre Alegre,14,Benimaclet,113,NO,42,Aceras y movilidad peatonal,2,False
3363,6,4419,AMPLIACIoN DE LA ACERA CALLE JOAQUIN BALLESTER IMPARES CRUCE AVDA BURJASSOT.,4,Campanar,37,NO,42,Aceras y movilidad peatonal,2,False
3389,6,4445,Creacion de mas plazas de aparcamiento de carga y descarga,14,Benimaclet,3,NO,9,Aparcamiento para vehículos,3,False
3391,6,4447,ARREGLAR EL TRaNSIT I EL CARRIL BICI AL CARRER RAMIRO DE MAEZTU,12,Camins al Grau,34,NO,1,Carriles bici y movilidad ciclista,7,False
3405,6,4461,Inundaciones detras iglesia de Beniferri,18,Pobles de l'Oest,19,NO,40,Pedanías y barrios periféricos,24,False
3428,6,4484,REMODELAR LA VORERA DE MAURO GUILEM AMB VALL DE LAGUAR,5,la Saïdia,39,NO,13,Río Turia y litoral,34,False
3446,6,4502,REHABILITACIoN ALQUERiA DEL TENIS EN PENYAROJA,12,Camins al Grau,122,SI,28,Mobiliario urbano deportivo,19,True
3480,6,4537,Carril bici en la calle Montesa hasta la parada de metro de Safranar,8,Patraix,45,NO,1,Carriles bici y movilidad ciclista,7,False
3511,6,4568,CONTROL DE PLAGAS (RATAS) EN AVENIDA ALCALDE REIG Y AV REINO DE VALENCIA,2,l'Eixample,27,NO,47,Convivencia y mobiliario urbano,11,False
3522,6,4579,PANELES ACuSTICOS CONTRA LA CONTAMINACIoN,16,Benicalap,24,NO,23,Reducción del ruido,29,False
3525,6,4582,Aumentar tamaño de la acera C/ Manuela Estelles del 1 al 19,13,Algirós,15,NO,44,Repavimentación de calzadas,32,False
3545,6,4602,Puertas al barrio de convento,1,Ciutat Vella,2,NO,40,Pedanías y barrios periféricos,24,False
3562,6,4619,Mejorar campos de futbol de barrio,10,Quatre Carreres,18,NO,21,Instalaciones deportivas,16,False
3568,6,4625,"Estat de la ""Senda de Borboto""",17,Pobles del Nord,21,NO,-1,Sin clasificar,36,False
3606,6,4663,Rocodromo en jardines de Blasco Ibañez,13,Algirós,42,SI,31,Jardines y arbolado,17,True
3633,6,4690,Parc al descampat de Dr. Waksman amb c/Neus,10,Quatre Carreres,35,NO,34,Parques y plazas,23,False
3637,6,4694,NUEVO CONSERVATORIO,7,l'Olivereta,42,NO,34,Parques y plazas,23,False
3650,6,4708,BIBLIOTECA JOAQUIM MARTi I GADEA. MEJORA INSTALACIONES Y DOTACIoN BIBLIOGRaFICA,10,Quatre Carreres,51,SI,4,Bibliotecas y ludotecas,5,True
3659,6,4717,ZONA PEATONAL VERDE EN GRAN ViA GERMANiAS. REDUCIR CONTAMINACIoN ACuSTICA GRAVE.,2,l'Eixample,62,NO,23,Reducción del ruido,29,False
3675,6,4733,"Peatonalizacion de Serrano Morales, con Pl Canovas y soterramiento contenedores",2,l'Eixample,23,NO,48,Recogida de residuos,27,False
3702,6,4760,APARCABICIS,17,Pobles del Nord,30,NO,-1,Sin clasificar,36,False
3733,6,4791,Pavimentacion de la calle Lerida entre calle Visitacion y Sagunto,5,la Saïdia,31,NO,42,Aceras y movilidad peatonal,2,False
3787,6,4847,TODOS LOS CONTENEDORES BAJO TIERRA,16,Benicalap,31,SI,48,Recogida de residuos,27,True
3790,6,4850,Iluminacio  dels camins a  les voreres de la via del  metro  a Rocafort.,17,Pobles del Nord,3,NO,-1,Sin clasificar,36,False
3819,6,4880,"Jardins, carril bici, neteja i espais sense cotxes",9,Jesús,20,NO,1,Carriles bici y movilidad ciclista,7,False
3830,6,4891,Carril bici por Maximiliano Thous,5,la Saïdia,25,NO,1,Carriles bici y movilidad ciclista,7,False
3875,6,4937,Iluminacion en calle Molinell para mejorar la seguridad ciudadana nocturna,6,el Pla del Real,17,NO,7,Iluminación pública,15,False
3896,6,4958,Ilegalizar pisos turisticos,1,Ciutat Vella,33,NO,-1,Sin clasificar,36,False
3928,6,4990,Asfaltado e iluminacion,17,Pobles del Nord,3,NO,7,Iluminación pública,15,False
3933,6,4995,Carril bici en la Malvarrosa,11,Poblats Marítims,6,NO,1,Carriles bici y movilidad ciclista,7,False
3941,6,5003,Paso peatones avda Ecuador altura de la calle peatonal Salvador Tussett,16,Benicalap,15,NO,42,Aceras y movilidad peatonal,2,False
3969,6,5031,Mejora de Parada de Metro de San Isidro y solar anexo,8,Patraix,12,NO,3,Solares y suelo disponible,37,False
3991,6,5053,PARQUE CENTRAL. Instalacion Deportiva (IDE) y Kiosko-bar. Adecuacion Muelle 3,2,l'Eixample,157,NO,27,Instalaciones deportivas,16,False
4004,6,5066,Millora de la seguretat ciutadana a la ZONA0 VELLUTERS,1,Ciutat Vella,36,NO,20,Seguridad ciudadana,35,False
4061,6,5123,ADAPTACIoN DE LA SALIDA DEL COLEGIO DOMINICOS A LAS NECESIDADES EXISTENTES,2,l'Eixample,192,NO,29,Centros educativos,10,False
4096,6,5158,Reduccion del impacto del trafico en barrio Penya-Roja: Ruido e inseguridad,12,Camins al Grau,40,NO,23,Reducción del ruido,29,False
4126,6,5188,SKATE PARK Malilla,10,Quatre Carreres,0,NO,-1,Sin clasificar,36,False
4144,6,5206,Equipo de megafonia para Borboto,17,Pobles del Nord,8,NO,-1,Sin clasificar,36,False
4169,6,5231,Instalacion semaforos,2,l'Eixample,0,NO,7,Iluminación pública,15,False
4211,6,5273,Adecentar i destinar a aparcament temporal el descampat del carrer Miguel Servet,16,Benicalap,18,NO,9,Aparcamiento para vehículos,3,False
4225,6,5287,FERIA DE BARRIO EN QUATRE CARRERES - LA PUNTA 2021,10,Quatre Carreres,19,NO,34,Parques y plazas,23,False
4247,7,5309,Playa para perros acotada todo el año,19,Pobles del Sud,72,NO,0,Pipicanes y zonas caninas,25,False
4269,7,5331,Proyecto Rehabilitacion - Palacio Marqueses Montortal,1,Ciutat Vella,37,NO,19,Rehabilitación del patrimonio,31,False
4285,7,5347,BANYS PuBLICS AL PARC SANTA ANNA / BAÑOS PuBLICOS EN EL PARQUE SANTA ANA,17,Pobles del Nord,22,NO,12,Fuentes y aseos públicos,14,False
4316,7,5378,JARDIN Y ESCENARIO CINE Y TEATRO ANTIGUO SOLAR DEL TEATRO CINE PRINCESA,1,Ciutat Vella,58,NO,16,Pedanías y barrios periféricos,24,False
4317,7,5379,"Voto en blanco: frente a inversiones absurdas, ahorremos el dinero",10,Quatre Carreres,2,NO,-1,Sin clasificar,36,False
4320,7,5382,Peatonalizacion Calles San Pio V y Trinitat,5,la Saïdia,17,NO,42,Aceras y movilidad peatonal,2,False
4334,7,5396,URBANIZACIoN CALLE ESPRONCEDA,18,Pobles de l'Oest,22,NO,39,Centros cívicos y huertos urbanos,8,False
4353,7,5415,PUENTE ELEVADO DE GIORGETA,9,Jesús,11,NO,10,Puentes y vías peatonales,26,False
4360,7,5422,Transformar parc de carrer Zeluan en espai de socialitzacio canina,5,la Saïdia,8,NO,0,Pipicanes y zonas caninas,25,False
4376,7,5438,PASAJE ACCESIBLE QUART Y SERRANOS,1,Ciutat Vella,36,NO,43,Pacificación del tráfico,20,False
4378,7,5440,SOTERRAMIENTO CONTENEDORES BASURA,3,Extramurs,31,NO,32,Recogida de residuos,27,False
4401,7,5463,Retirada de las colonias de gatos de la Devesa del Saler,19,Pobles del Sud,18,NO,2,Bienestar animal,6,False
4422,7,5484,ACERAS DECENTES  Y ARBOLADO EN  LA CALLE LINARES,7,l'Olivereta,30,NO,42,Aceras y movilidad peatonal,2,False
4429,7,5491,Zonas peatonales y ajardinadas con bolardos,14,Benimaclet,3,NO,-1,Sin clasificar,36,False
4430,7,5492,Plantar arboles en calle Puebla del Duc,5,la Saïdia,6,NO,31,Jardines y arbolado,17,False
4437,7,5499,Estaciones de recarga solar y estacionamiento de patinetes electricos SunnerBOX,1,Ciutat Vella,30,NO,3,Solares y suelo disponible,37,False
4466,7,5528,Mercado en Benimaclet,14,Benimaclet,126,NO,17,Rehabilitación de mercados,30,False
4475,7,5537,Aprovechamiento del Cesped de las Fallas,2,l'Eixample,4,NO,-1,Sin clasificar,36,False
4516,7,5578,Adecuacion acera Entrada Acequia Fabiana,10,Quatre Carreres,12,NO,47,Convivencia y mobiliario urbano,11,False
4540,7,5602,Instituto de Ciclos Formativos en el descampado al lado de Fermax,8,Patraix,42,NO,-1,Sin clasificar,36,False
4576,7,5638,AJAR A CALZADA CARRIL BICI EN LAS DOS ROTONDAS DE  AVDA. PLATA (esquina C/ Zapad,10,Quatre Carreres,10,NO,1,Carriles bici y movilidad ciclista,7,False
4594,7,5656,SOTERRAMIENTO CONTENEDORES CARRER NINOT,16,Benicalap,5,NO,-1,Sin clasificar,36,False
4614,7,5676,Carril bici segregado en la Avenida Cardenal Benlloch,13,Algirós,48,NO,1,Carriles bici y movilidad ciclista,7,False
4623,7,5685,Bancos publicos en calle Maestro Valls,12,Camins al Grau,7,NO,9,Aparcamiento para vehículos,3,False
4712,7,5774,Solicitud de un parque infantil.,8,Patraix,8,NO,33,Parques infantiles,22,False
4721,7,5783,Zona Naranja en la calle Huesca,1,Ciutat Vella,1,NO,-1,Sin clasificar,36,False
4735,7,5797,"Parquing Publico gratuito, mas aparcamiento",12,Camins al Grau,33,NO,9,Aparcamiento para vehículos,3,False
4737,7,5799,Desplazamiento Semaforo c/ San Bruno,5,la Saïdia,0,NO,7,Iluminación pública,15,False
4757,7,5819,Nuevo Instituto Patraix. Bulevar Sur junto colegio Eliseo Vidal,8,Patraix,51,NO,29,Centros educativos,10,False
4818,7,5880,Carril bici en Calle Dolores Marques,14,Benimaclet,18,NO,1,Carriles bici y movilidad ciclista,7,False
4829,7,5891,Ampliacion zona picnic en parque nuevo de Malilla,10,Quatre Carreres,31,SI,34,Parques y plazas,23,True
4833,7,5895,Dignidad puente de San jose,5,la Saïdia,11,NO,10,Puentes y vías peatonales,26,False
4834,7,5896,Espacio ambulante sostenible y artesanal,8,Patraix,5,NO,-1,Sin clasificar,36,False
4848,7,5910,Edificio abierto de 4 o 5 plantas para vehiculos,7,l'Olivereta,17,NO,9,Aparcamiento para vehículos,3,False
